post_id,url,title,rating,author,published,tags,source,body
13152182,https://pikabu.ru/story/davayte_nazyivat_strannyikh_mobov_klichkoy_barsik_13152182,"Давайте называть странных мобов кличкой ""Барсик""",1.0,user10512965,2025-09-05T14:58:37+03:00,"Флешмоб,Кот,Сигма",tag:сигма,
12914473,https://pikabu.ru/story/sigmavolk_12914473,Сигма-волк,4.0,DjonnyDuster,2025-07-03T11:00:12+03:00,"[моё],Ну погоди!,Сигма Бой,Сигма",tag:сигма,"Волк из ""Ну погоди"" был сигмой, когда это ещё не было мейнстримом."
12861810,https://pikabu.ru/story/vopros_12861810,Вопрос,,Goyda777,2025-06-19T21:54:25+03:00,"Игры,Сигма,Doom,Текст",tag:сигма,Какая самая ужасная игра в истории?
12801138,https://pikabu.ru/story/vot_yeto_sila_voli_12801138,Вот это сила воли,3.0,AlexHyp123,2025-06-03T18:52:38+03:00,"Сюжет,Сигма,Видео,Короткие видео,ВКонтакте (ссылка)",tag:сигма,Перейти к видео Вчерашний сюжет по зомбоящику. Источник: https://vk.com/video-26493942_456382776
12795920,https://pikabu.ru/story/sigma_12795920,Сигма,7.0,XodKot,2025-06-02T13:41:49+03:00,"Юмор,Картинка с текстом,Мемы,Картинки,Сигма,Диалог",tag:сигма,
12704270,https://pikabu.ru/story/ot_nulya_do_geroev__odna_butyilka_12704270,От нуля до героев — одна бутылка,14.0,DELETED,2025-05-09T20:08:49+03:00,"Юмор,Сигма,Алкоголики,Бойцы,Алкоюмор,Алкоголизм,Бойцы невидимого фронта,Видео,Вертикальное видео",tag:сигма,Перейти к видео
12668411,https://pikabu.ru/story/svin_bosya__yeto_sigma__audio__fanfik_12668411,Свин Бося . Это СИГМА... . Аудио . Фанфик,,user8782228,2025-04-30T06:38:35+03:00,"[моё],Сигма,Фэнтези,Девушки,Аудио,Фанфик,Видео",tag:сигма,Перейти к видео
12666531,https://pikabu.ru/story/setevyie_sigmyi_kak_poslednyaya_nadezhda__statya_ne_dlya_normisov_12666531,"Сетевые сигмы, как последняя надежда : статья не для нормисов",,user6855793,2025-04-29T16:15:24+03:00,"[моё],Мудрость,Человек,Общество,Сигма Бой,Сигма,Гипноз,Эриксоновский гипноз,Фрейдизм,Этология,Нейробиология,Сказка для взрослых,Публицистика,Вопрос,Спроси Пикабу,Длиннопост,Каннибализм",tag:сигма,"Сигма смотрит на вымирание человечества. Эта статья не понравиться большинству. Если вы не супер пупер лидер и агрессивный чел, или не инцелистый омежка, читать эту статью вам не рекомендуется. Если вы средненький чел, вам, к тому же, её читать и не надо, у вас итак всё хорошо, и лучше вам от этой статьи не станет. А вот хуже - наверняка станет. Нормалфагам читать не рекомендуется. К тому же я достаточно эмоциональный чел, а тема статьи не особо позитивная. Кто не хочет негатива , но и не желает попсовой комедийной жвачки- бегите в науч поп группы, там его до фига, вас там охраняют от научного негатива и дают только позитиффф. Я - этакий дон кихот, который бегает за ветряными мельницами. Этакий одинокий волк. Так что мышление и привычки у меня странные. Может быть, даже неверные или сумашедшие. Но зато.. . Никто и никогда вам такого не расскажет, что могу рассказать я. Вот только перевести мой желчный слог на удобоваримый манер некому. У меня недавно возник вопрос, а почему почти все девушки, которым я почему то не нравился - несчастливы в личной жизни, разведены. А почти все девушки, которым я почему то нравился - счастливы в личной жизни. Так же у меня возник вопрос, почему почти все лидеры мнения мужчины, которым я не нравился, и с которыми я не мог договориться десять лет назад, сегодня влачат жалкое сущестование. А те лидеры, с которыми я или мог договориться, или они просто понимали, кто я и зачем я, они вышли в дамки. Так же у меня возник вопрос, почему те инновации, которые я предлагал 10-20 лет назад, сегодня вполне себе развились. А то, чем занимались те альфачи начальники, которым я не нравился - кануло в лету и поросло паутиной. И самый главный мой вопрос- а почему, несмотря на такие вот вроде положительные подвижки у людей вокруг меня, эти люди лучше большинства, сам я средненький, а кое где хуже среднего? Как это связано с тем, что половину жизни я прожил в науко граде, занимаясь наукой? Общий вопрос: откуда взялись экономические около-столетние циклы Кондратьева? Сначала расскажу о константах в этом очень запутанном уравнении. О двух обидных биологических константах. Нормисы уже могут начать дышать в бумажный мешочек. Я вас предупреждал. Вы думаете, вы знаете, что такое нигилизм, потому что у вас был курс школьной литературы и философии? Не знаете вы, что такое нигилизм. Чтобы вам совсем плохо не стало, я не буду оформлять это как некую научную статью. Пусть это будет некая публицистика на грани художественного вымысла. Потом вы сможете побежать в науч поп группы и пожаловаться им. И вам станет лучше. Я стану в ваших глазках антинаучным сумашедшим. Пусть так и будет. Если к тому времени нормисы среди читателей остануться, то...Что бы вам не было очень больно, за двумя обидными константами последуют две (?) прикольные классные, антропоцентрические константы. Подлижу большинству, так сказать. Ну, я же не совсем монстр. Не хочу, чтобы были взрывы жоп нормисов на подобие хиросимы. Но небольшой взрыв жоп мне приятен. Так много внимания сразу. Моя истероидно- виктимная дон кихотская натура ликует. Так что начнем с мякотки. У нас очень ленивый мозг. Связано это с тем, что организм может обеспечить кислородом и глюкозой всего где то от 30 до 70 грамм коры единовременно. А кора у нас весит как минимум кило сто. То есть всего где-то 6% коры, или 5% в целом мозга - работают в один момент времени. Артерии крупной собаки и челика одинаковой ширины, а мозга в учелика коры- в 10 раз больше. При чем кора мозга в 10 раз больше тратит энергию, чем один килограмм мозга собаки. То есть что бы одновременно включить абстрактную долю мозга в той его части, что создает правила в той её части, что играет по правилам....Нужно в сто раз больше крови, чем проходит по нашим артериям. Кстати, собака в рамках её сложности жизни на это способна. Мы- нет. Никакой осознанности не существует. Мы менее осознаны в каждый отдельный момент времени, чем собака. Более того. Многие думают, что альфа бетта сигма - это животное разделение, не подходящее к человеку. Хотя всё более чем наоборот. Об этом чуть далее. И это - первая био константа. Вторая, очень тоже тяжёлая био константа. Чем менее вооружено животное, тем более оно агрессивно ко своим братьям и сёстрам, к своей популяции. Львы и тигры друг друга редко убивают, а какие нибудь хомячки - постоянно. Так вот, человек - это хомячок, а не тигр. Дай ему волю, он уничтожит себя и других и всё человечество. Мортидо фрейда, мать - пере - мама. Из этих двух био констант следует некоторый исторический этолого - популяционно - генетический соц дарвинисткий вывод. Раз в целом человечество не может каждую минуту времени быть осознанным, и до кучи человек- самая агрессивная и похотливая из всех обезьян, то выходит, что нам нужна управляющая система, которая не даёт нам наделать делов. Когда то это была религия, или мораль, сейчас - гражданское общество (у около золотого миллиарда). Кстати, такие проблемы бывают не только у людей. Многие био виды, био системы, будучи представлены сами себе после того, как они выиграли эволюционную гонку у остальных видов, вымирали, и вымирание это было связано с внутренней структурой их социума. Это самоубийство, связанное с тем, что вид слишком силён и хорош для этого биогеоценоза. Например, многие виды вымерли из-за главного столпа любого социума, что животного, что человеческого- из-за полового отбора. О том, как половой отбор убивает многие био виды, я написал вот тут . Но просто у людей из-за развитого мозга и материальной и не материальной культуры этосамоубийство от того, что мы слишком хороши, это самоубийство самое сильное и самое изощрённое. Нам необходима внешняя управляющая система. Причём такая система, которая работает БЕЗ осознанности, на похотливости, на агрессии и иерархии. Система, которая позволяет нам не убить друг друга в больших количествах, в частности, и не уничтожить всё человечество в целом. Что же это за система? Ща будет копьё в жопу обществу от микро Дон Кихота. Знаете о том, что такое НЛП? НЛП мне лично кажеться некой попсовой фигнёй, а вот её основа - эриксоновский гипноз - эта штука мне нравиться. Человек постоянно в некоторых областях своей жизнедеятельности находиться в трансе. Потому что, как я сказал выше, мы не можем обеспечить кровью сразу несколько зон мозга. Так вот... Есть люди, у которых развиты зоны мозга, отвечающие за агрессию, связанную с борьбой за ресурсы и лидерство. Эти люди могут подлавливать тех, кто не обладает такими зонами или не направляет на эти зоны постоянно энергию мозга. Иначе говоря, лидерские качества некоторым образом гипнотические. Именно поэтому профессор Поршнев говорил о людоедах суггесторах - лидерах стада. Их лидерские качества были так велики, что слабые особи сами себя отдавали на сьедение племени или лидеру племени ради выживания стаи. Именно поэтому люди - гораздо более конформные ( подверженные влиянию большинства), чем остальные сапиенс. Походе, что неандартальцы нам проиграли потому, что они менее конформны, в том числе поэтому не могут сбиваться в огромные стада. Так вот. Основа общества - это подчинение и подавление. И гипноз, который при этом возникает. Те люди, которые не подчинены гипнозу подчинения и подавления, опасны для общества. Это означает, что система, которая предупреждает самоуничтожение, не работает на этом вот челе, и это крайне плохо. Правда, людям не нравятся своевольные люди не из-за сознательного страха, что ща эти своенравщики уничтожат общественную систему, а по другой причине. Однако результат один и тотже - никому не нравяться люди себе на уме, или СИГМЫ . Почему люди ненавидят и обожают сигм? Ненависть к сигме. За жизнь обычный человек приучается быть либо источником гипноза подчинения, либо быть тем, на кого этот гипноз направлен. И, так как мозг крайне энергозатратный орган, то формируются охранные, энергосберегающие структуры. Они позволяют вести себя в обществе так, что бы практически не думать. Однако, если рядом появляется Сигма, который не входит в состояние гипноза подчинения или сам не является его источником, то это значит, что наработанные за жизнь нейро сети экономии энергии мозга - не работают. Даже если Сигма никак не проявил неуважения к лидеру, или даже вроде как кажеться, что он находиться в гипнозе подчинения, в его словах, внешнем виде, запахе - кроется инаковость. А ведь это не просто похоже на то, как вороны изгоняют из стада белую ворону. Нет, что вороны, что собаки, они гораздо более осознаны и реже впадают в транс. Такое ощущение инаковости, такая конформность у людей много сильнее и глубже, чем альфа беттавость у животных. Собаки и птицы могут ставить друг на друга клеймо альфы и бетты сознательнее, чем мы. Мы делаем это практически под гипнозом. Не осознавая, что инаковость некого нашего рядом находящегося с нами члена общества нас раздражает гораздо больше, чем белая ворона раздражает чёрных ворон. Любовь к сигме. Однако многие из нас чувствуют, что живут в какой то не особо умной системе. Что система, может быть, даже вымирает и деградирует. И мы подсознательно ищем выход в те редкие минуты, когда мы не в трансе подчинения. И сигма для нас - это некая путеводная нить из минотаврского лабиринта подчинения, который ведёт нас к неминиемому концу. Остальное допишу позже, во второй, а возможно, третьей статье. А пока что задам вопрос заинтересованным сторонам. Сигмы вас раздражают или вы ими очарованы?"
12538629,https://pikabu.ru/story/kak_byit_dzhentelmenom_12538629,Как быть джентельменом,16.0,Cattyr,2025-03-27T09:55:51+03:00,"Азиаты,Короткие видео,Telegram (ссылка),Джентльмены,Юмор,Грустный юмор,Неудачное свидание,Реакция,Мемы,Неожиданно,Постановка,Сигма,Видео",tag:сигма,Перейти к видео Телеграм - MEMECORE Shorts
12460955,https://pikabu.ru/story/yeto_lider_svobodnogo_mira_a_ne_kakoyto_sigmaboy_12460955,"Это лидер ""свободного мира"", а не какой-то сигма-бой!",57.0,indus3alization,2025-03-07T08:24:25+03:00,"Политика,Переговоры,Эммануэль Макрон,Франция,Париж,Ирония,Сарказм,Забавное,Анекдот,Неожиданно,Обработка фотографий,Фотошоп мастер,Юмор,Странный юмор,Мемы,Политическая сатира,Сигма Бой,Сигма",tag:сигма,"На следующей неделе Франция организует встречу начальников генштабов вооруженных сил ряда стран, чтобы обсудить потенциальное размещение европейского контингента на Украине. https://tass.ru/mezhdunarodnaya-panorama/23318763 Напомнило старый анекдот: — Мужчина, я вас боюсь! — Почему? — Вы меня изнасилуете! — Так ведь я на улице, а вы на балконе пятого этажа! — А я сейчас спущусь!"
12452471,https://pikabu.ru/story/8_marta_12452471,8 марта,,user10101608,2025-03-05T00:08:16+03:00,"Эщкере,Пасхалка,Сигма",tag:сигма,На день мужчин девушки из моего класса ничего не подарили нам. Поэтому я не буду ничего дарить им.
12442468,https://pikabu.ru/story/mirovaya_politika_12442468,Мировая политика,,VladKunyakin2.0,2025-03-02T16:14:02+03:00,"Политика,Дружба,Владимир Путин,Дональд Трамп,Владислав Поздняков,Школа,Альфа,Сигма,Мат",tag:сигма,"Два альфы А знаете в чём самый главный прикол? У всех наверное в школе были такие два альфа-самца из разных классов, которые попускали омеганов, щемили ботанов, делали то, что им по кайфу, иногда даже совместно. Все девушки всегда крутились возле них, всё внимание учителей и учеников было постоянно приковано к ним. И не сказать, что они были дохуя друзьями, чисто такие понимающие силу и мощь друг друга альфы, они всегда невербально знали, что всегда могут договориться, чем выяснить кто из них сильнее... Могли найти компромисс в любом вопросе, могли всегда понять друг друга и с уважением пожать друг другу руки. Вот и Путин с Трампом такие же два альфы."
12435728,https://pikabu.ru/story/tramp_vs_zelenskiy_a_chto_putin_12435728,Трамп VS Зеленский. А что Путин?,8176.0,VladKunyakin2.0,2025-03-01T10:56:10+03:00,"Политика,Владимир Путин,План Путина,Дональд Трамп,Владимир Зеленский,Сигма",tag:сигма,"Пока шоумены срутся и делают по тысячи заявлений в день, Путин чисто на чилах.... Может изредка что-то скажет и то исключительно по делу. Вы можете себе представить Путина в роли базарной бабки, который будет истерить и кому-то что-то доказывать? Вот и я не могу. Путин это исключительно спокойствие, хладнокровие и рассудительная речь. Путин это не шоумен, Путин это как раз в первую очередь президент."
12381773,https://pikabu.ru/story/filosofiya_sigma_boy_12381773,Философия Sigma Boy,,DELETED,2025-02-15T14:34:49+03:00,"RUTUBE,Православие,Христианство,Религия,Староверы,Sigma,Сигма Бой,Сигма,Общество,Тренд,Поп-музыка,Видео",tag:сигма,
12367995,https://pikabu.ru/story/sigmakhuigma_12367995,Сигма-хуигма,2.0,Аноним,2025-02-12T10:12:49+03:00,"Сигма Бой,Сигма,TikTok,Мат",tag:сигма,"На всяких случай хочу уточнить: вот эта вся хуйня про альфа/бета/сигма мужиков — выдумка неуверенных в себе мальчиков и тех, кто на них зарабатывает. Если вы играете в эту игру в ""быть Альфой/не быть Бетой"" — вы уже проиграли. Не слушайте этих лошков и не ведитесь на всякую шляпу."
12364430,https://pikabu.ru/story/skuf_skufidon_12364430,"Скуф, скуфидон",1.0,AlexBorg,2025-02-11T12:15:52+03:00,"Сигма Бой,Сигма,Скуфы,Мемы,Юмор,Короткие видео,Вертикальное видео,Неожиданно,Видео",tag:сигма,Перейти к видео Всякий сигмабой рано или поздно становится скуфом
12358884,https://pikabu.ru/story/kak_pesnya_sigma_boy_vyizvala_politicheskiy_psikhoz_12358884,"Как песня ""Сигма Бой"" вызвала политический психоз",,Mr.Evdokimov,2025-02-10T00:19:53+03:00,"[моё],Сигма,Сигма Бой,Политика,Истерия,Мемы,Короткие видео,Президент,Россия и Украина,Видео,Вертикальное видео",tag:сигма,"Перейти к видео Ссылки на статьи, на основе которых сделан материал: - https://www.rbc.ru/rbcfreenews/679656c59a794748c56b42da (Выступление в Европарламенте) - https://news.ru/society/v-sorok-sorokov-obyasnili-chem-opase... (Инициатива ""Сорок Сороков"") - https://ria.ru/20250207/sigmaboy-1997972712.html (Позиция Украины по песне) Дорогие пикабушники, я здесь недавно, но надолго. Раз в неделю буду радовать вас своим авторским контентом на политические и околополитические темы. С аналитикой, юмором, песнями и плясками. Больше публикаций я размещаю на своих ресурсах, буду рад видеть новую аудиторию. Телега: https://t.me/mrEvdokimov ВК: https://vk.com/radicalsobriety Ютуб: https://www.youtube.com/@mr_evdokimov"
12337669,https://pikabu.ru/story/a_ya_dovolnaya_12337669,А я довольная,,DELETED,2025-02-04T17:42:34+03:00,"Сигма,Песня,Тренд,Музыка,Видео,Вертикальное видео,Короткие видео",tag:сигма,"Перейти к видео Что две маленькие девочки напугали целый евросоюз. Богемскую рапсодию, никому не нужную, написать может каждый дурак. А вот чтоб напевал мотивчик весь мир - надо порвать меха баяна. Да, в Манчестере в школе запели пару недель назад, кстати."
12317229,https://pikabu.ru/story/segodnya_dnyukha_u_samogo_znatnogo_sigmaboya_12317229,Сегодня днюха у самого знатного Сигмабоя,12.0,AlexBorg,2025-01-30T18:22:55+03:00,"Сигма Бой,Сигма,Sigma,Кристиан Бейл,Американский психопат,Видео,Вертикальное видео,Короткие видео",tag:сигма,Перейти к видео Кристиану Бэйлу 51 год!
14035785,https://pikabu.ru/story/sigma_14035785,Сигма,9.0,Lotsp,2026-06-05T10:17:31+03:00,"[моё],Картинка с текстом,Странный юмор,Картинки,Ирина Аллегрова,Сигма Бой,Шальная императрица,Рисунок",tag:сигма бой,
13738791,https://pikabu.ru/story/v_gosdume_ne_podderzhali_ideyu_zapreta_pesni_sigma_boy_13738791,В Госдуме не поддержали идею запрета песни «Сигма бой»,1.0,fthgfyujhft,2026-02-28T17:31:45+03:00,"Сигма Бой,Госдума,Чиновники,Запрет,Депутаты,Политика",tag:сигма бой,"Картинка для привлечения внимания Идея запрета песни «Сигма бой» является попыткой повесить политический ярлык на музыкальное произведение, заставившее благодаря своей «вирусности» весь мир говорить о России. Такое мнение ТАСС высказала первый зампред комитета Госдумы по науке и высшему образованию Ксения Горячева («Новые люди»). Таким образом она прокомментировала выступление накануне на круглом столе в Госдуме руководителя спортивно-патриотического движения «Армия трезвости» Павла Болоянгова , который, как сообщали СМИ, предложил приравнять песню «Сигма бой» к распространению нацизма. «Проблемы Росмолодежь не видит в этой песне никакой. У меня рецензия, анализ профессионала, психиатра, и там написано, что это явно деструктив, который наносит вред психическому и моральному здоровью детей», – сказал Болоянгов «Пока весь мир подпевает песне «Сигма бой», у нас находятся желающие приравнять детскую песню к нацизму. Это уже не дискуссия о вкусах - это попытка повесить тяжелый политический ярлык на двух девочек 11 и 12 лет, которые сделали вирусный трек и заставили весь мир говорить о России», - сказала депутат. Она напомнила, что нацизмом является преступная идеология с миллионами жертв, поэтому «разбрасываться такими сравнениями из-за поп-песни - значит обесценивать историческую память». «Традиционные ценности - это про любовь и уважение, а не про желание объявить «деструктивом» все, что кому-то кажется неправильным», - считает парламентарий. Пруф: https://tass.ru/obschestvo/26551391"
13718069,https://pikabu.ru/story/evropeyskie_strakhi_13718069,Европейские страхи,616.0,Ignatbrat,2026-02-22T11:14:46+03:00,"Скриншот,Политика,X (Twitter),Бред,Олимпийские Игры,Русофобия,Сигма Бой",tag:сигма бой,
13634487,https://pikabu.ru/story/segodnya_den_rozhdeniya_u_pevitsyi_betsytoy_samoy_kotoraya_s_drugoy_devochkoy_pela_sigma_boy_13634487,Сегодня день рождения у певицы Betsy(той самой которая с другой девочкой пела Сигма бой),,user7236099,2026-01-27T00:01:26+03:00,"День рождения,Сигма Бой,Певцы",tag:сигма бой,"Надеюсь,хотя бы тут вы не будете писать гадости,иначе я окончательно потеряю веру в пикабушников."
13617866,https://pikabu.ru/story/otvet_na_post_chto_takoe_sigma_13617866,"Ответ на пост «Что такое ""Сигма""»",42.0,fathergorry,2026-01-21T16:58:41+03:00,"[моё],Слова,Короткопост,Сигма Бой,Родители и дети,Забавное,Игра слов,Текст,Ответ на пост",tag:сигма бой,"Тут нет случайного совпадения, всё чётко. Изначально этологи (ученые, изучающие поведение животных) обозначали иерархию самцов в стае приматов греческими буквами, ну вы все это знаете: альфа-самец - самый главный, бета-самцы - его заместители и кандидаты на следующего альфу, а омега - самый последний петушок у параши, потому что это последняя буква в алфавите. Буквой сигма (Σ, σ, ς) обозначают стандартное отклонение в статистике, то есть то, что отличается от среднего. Чем сильнее отличается - тем больше сигма. Поэтому, всегда, когда появляется необходимость как-то обозначать самца вне иерархии - особь, сильно отклоняющуюся от линии партии, не участвующего в выяснении старшинства, то лучше всего подходит буква сигма. При этом причины, по которым сигма-бой живет один, могут быть разными: может, его прогнали, а может, он сам не хочет общаться с этими идиотами. Кстати, в древней Греции всех, кто участвует в жизни общества, называли политес, а сигм - идиотес."
13607350,https://pikabu.ru/story/otvet_na_post_chto_takoe_sigma_13607350,"Ответ на пост «Что такое ""Сигма""»",25.0,DemonZX,2026-01-18T13:10:15+03:00,"Слова,Короткопост,Сигма Бой,Родители и дети,Забавное,Игра слов,Текст,Ответ на пост",tag:сигма бой,А я вторую кошку назвал Сигма (за долго до песни). А первая была Тильда. Кролика нашего зовут Дельта. А вот ребенка мне супруга не дала назвать...
13606266,https://pikabu.ru/story/chto_takoe_sigma_13606266,"Что такое ""Сигма""",4291.0,Denethor.II,2026-01-18T02:38:27+03:00,"[моё],Слова,Короткопост,Сигма Бой,Родители и дети,Забавное,Игра слов,Текст",tag:сигма бой,"Ко мне подошёл сын (8 лет) и спросил: - Пап, а как переводится ""Сигма""? - Никак, - говорю. - Это буква такая одного из древних алфавитов. - А что эта буква означает? - Да много чего, не помню уже. В физике означает отклонение. - Ага, значит, ""Сигма бой"" - это означает ""Мальчик с отклонениями""?"
13359125,https://pikabu.ru/story/sigma_boy_13359125,Сигма бой,5.0,ravenmende,2025-11-03T16:33:45+03:00,"Юмор,Мемы,Сигма Бой,Альфа-самец,Альфа,Собака,Бродячие собаки",tag:сигма бой,
13265559,https://pikabu.ru/story/kazhdaya_devchonka_khochet_tantsevat_s_toboy_13265559,Каждая девчонка хочет танцевать с тобой,,Mavf,2025-10-08T14:18:53+03:00,"[моё],Сигма Бой,Имена,Длиннопост",tag:сигма бой,
13050613,https://pikabu.ru/story/russkaya_myagkaya_sila_13050613,Русская мягкая сила,110.0,Ignatbrat,2025-08-08T05:09:41+03:00,"Политика,Скриншот,X (Twitter),Дичь,Русофобия,TikTok,Сигма Бой,Юмор,Мемы",tag:сигма бой,
12991355,https://pikabu.ru/story/neozhidanno_v_afrike_12991355,Неожиданно в Африке,2281.0,IZUM27,2025-07-23T04:19:51+03:00,"Сигма Бой,Африка,Кения,Дети,Видео,Вертикальное видео,Короткие видео",tag:сигма бой,"Перейти к видео Кения, прибрежный город Момбаса. Белых вообще нет кроме меня и моего друга. И даже здесь это играет."
12991320,https://pikabu.ru/story/prodolzhenie_posta_vot_yeto_ya_nazyivayu_klientorentirovannost_12991320,Продолжение поста «Вот это я называю  клиенторентированность»,,WindoW.MakeR,2025-07-23T03:24:57+03:00,"Сигма Бой,Тиктокеры,Фильмы,Кинотеатр,Вопрос,Ответ на пост,Текст",tag:сигма бой,"И ещё в голову пришло. Заставки испортных кино длятся от 5 секунд и выше. Детки их поколения, приходят в кино, посмотрев первые 4 секунды, выходят из кинотеатров с возмущением ""фильм плохой, верните деньги""? Или это тугосери тех мамочек, которые кивали и сочувствовали Диане - на донышке?"
12991299,https://pikabu.ru/story/otvet_na_post_vot_yeto_ya_nazyivayu_klientorentirovannost_12991299,Ответ на пост «Вот это я называю  клиенторентированность»,,WindoW.MakeR,2025-07-23T02:51:30+03:00,"Танцы,Съемки,Сигма Бой,Тиктокеры,Вертикальное видео,Ответ на пост,Текст",tag:сигма бой,"И это вот та самая, которая не серьёзных щах в ""интервью"" рассказывала, что их поколение за 4 мать их секунды понимает нравится им рельсы или нет? Да она даже не может выучить полтора движения танца, которые любой детсадовец повторит после первого же просмотра 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️"
12985737,https://pikabu.ru/story/vot_yeto_ya_nazyivayu_klientorentirovannost_12985737,Вот это я называю  клиенторентированность,3124.0,AltynKG,2025-07-21T16:51:08+03:00,"Видео,Танцы,Съемки,Сигма Бой,Тиктокеры,Вертикальное видео",tag:сигма бой,Перейти к видео
12848125,https://pikabu.ru/story/sektor_gaza_vs_betsy_i_mariya_yankovskaya__sigma_muzhik_mashup_12848125,Сектор газа VS Betsy и Мария Янковская - Сигма Мужик [MashUp],7.0,Covermeister,2025-06-16T13:44:00+03:00,"Музыка,Mashup,Сектор Газа (группа),Сигма Бой,Видео,Видео ВК,YouTube",tag:сигма бой,"Копия для тех, у кого работает Ютьюб:"
